body_acc_x,body_acc_y,body_acc_z,gravity_acc_x,gravity_acc_y,gravity_acc_z,body_gyro_x,body_gyro_y,body_gyro_z
0.0,0.0,-0.0,0.3156066,-0.036805835,9.801501,-1.6784668E-4,2.746582E-4,2.746582E-4
-0.0020967424,-1.0422617E-4,-0.0015449524,0.31429714,-0.036829617,9.801542,4.5776367E-5,4.8828125E-4,7.6293945E-5
0.00286749,-5.9477985E-5,-0.0020599365,0.31605557,-0.03722732,9.801485,4.5776367E-5,-3.6621094E-4,7.6293945E-5
0.0028802752,-0.0012869947,-0.0018434525,0.3160615,-0.03755703,9.801483,-1.6784668E-4,-1.5258789E-4,4.8828125E-4
0.0021644533,-0.005585637,0.0012407303,0.31699598,-0.040673587,9.801441,4.5776367E-5,4.8828125E-4,-1.373291E-4
0.0014106035,0.0019569695,0.0056066513,0.3170633,-0.039588217,9.801444,-1.6784668E-4,6.1035156E-5,7.6293945E-5
-7.879436E-4,0.0020820312,0.0036611557,0.31691507,-0.03803484,9.801455,4.5776367E-5,2.746582E-4,-1.373291E-4
8.380115E-4,-3.152266E-4,-0.002743721,0.31725398,-0.036838528,9.801448,2.593994E-4,-1.5258789E-4,7.6293945E-5
3.5712123E-4,-0.0041756257,0.0040769577,0.31766653,-0.038835462,9.801427,6.866455E-4,6.1035156E-5,7.6293945E-5
-7.1907043E-4,-0.0021282956,0.004149437,0.31712213,-0.039786465,9.80144,4.5776367E-5,-1.5258789E-4,2.746582E-4
0.0027885735,-3.177859E-4,0.0015096664,0.3192085,-0.03944399,9.801374,4.5776367E-5,6.1035156E-5,-1.373291E-4
-0.003308773,-9.6893683E-4,9.4890594E-4,0.3187029,-0.039386526,9.801392,2.593994E-4,-3.6621094E-4,2.746582E-4
-1.20431185E-4,-0.0025451817,0.0018091202,0.3176421,-0.03972746,9.801423,2.593994E-4,-5.79834E-4,-3.5095215E-4
-0.0066746473,-0.0037854947,0.0033750534,0.32221302,-0.0414621,9.801268,4.7302246E-4,4.8828125E-4,2.746582E-4
-0.00865683,0.0047717765,-9.889603E-4,0.32290062,-0.04152265,9.801245,4.5776367E-5,-0.0039978027,-7.7819824E-4
-0.003497392,0.0013412796,-0.009090424,0.32566136,-0.04336697,9.801146,-0.0012359619,-0.0025024414,-3.5095215E-4
-0.0016030669,0.0011026114,0.0012960434,0.32494017,-0.046224292,9.801156,-0.0013122559,-0.0021820068,-0.001739502
0.0077257454,-0.004250925,0.012681961,0.32569227,-0.048366122,9.801121,-0.001739502,-4.5776367E-5,-6.713867E-4
0.008074433,-0.0015635565,-0.0045366287,0.32647818,-0.049622923,9.801088,-3.0517578E-5,0.001449585,-3.0517578E-5
0.005581379,0.0035251342,-0.005145073,0.32773536,-0.047912262,9.801055,-2.4414062E-4,0.001663208,-2.4414062E-4
0.0036918223,-0.0039489456,-0.001250267,0.32331815,-0.04952698,9.801194,-3.0517578E-5,8.087158E-4,-4.5776367E-4
0.0063558817,2.2647902E-4,0.007622719,0.31923512,-0.048181556,9.801335,1.8310547E-4,0.0031585693,1.6784668E-4
0.004252106,-0.0054403357,-5.722046E-6,0.31549746,-0.045049172,9.801471,6.1035156E-4,0.0035858154,-3.0517578E-5
-0.0019284487,0.0028859787,-0.011521339,0.31396782,-0.041563,9.801535,0.0029449463,0.0029449463,1.6784668E-4
-1.05172396E-4,0.0013620183,-0.00370121,0.3136398,-0.04053997,9.80155,0.0010375977,3.8146973E-4,-2.4414062E-4
-6.8309903E-4,4.2015687E-4,0.007891655,0.3124197,-0.039935876,9.801591,1.8310547E-4,1.6784668E-4,1.6784668E-4
4.4968724E-4,2.776049E-4,-0.005050659,0.31196442,-0.03945494,9.801608,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0037747025,-4.9672276E-4,0.0013084412,0.3122165,-0.039744437,9.801599,1.8310547E-4,3.8146973E-4,1.6784668E-4
0.0011814535,-3.5111234E-4,0.0013332367,0.31202698,-0.039537344,9.801605,-3.0517578E-5,8.087158E-4,-2.4414062E-4
0.0030143857,-6.2311813E-4,0.0037412643,0.31228316,-0.039486744,9.801597,1.8310547E-4,3.8146973E-4,-2.4414062E-4
-7.6413155E-5,1.02009624E-4,-3.9196014E-4,0.31191835,-0.039495457,9.80161,1.8310547E-4,5.950928E-4,1.6784668E-4
-3.862083E-4,0.0011030473,0.002049446,0.31135952,-0.0385898,9.80163,-3.0517578E-5,1.6784668E-4,-3.0517578E-5
0.0019996762,7.656552E-4,4.7683716E-6,0.31244585,-0.038254037,9.801597,1.8310547E-4,1.6784668E-4,1.6784668E-4
0.0010680258,-0.0027156286,-0.004073143,0.3127079,-0.039671525,9.801583,-3.0517578E-5,-4.5776367E-5,-2.4414062E-4
-0.0042918026,-0.0014473535,0.0017623901,0.31063655,-0.040459435,9.801645,-3.0517578E-5,1.6784668E-4,-3.0517578E-5
0.0010031164,3.3701956E-4,-0.0016412735,0.3104037,-0.039505363,9.801657,-3.0517578E-5,-4.5776367E-5,1.6784668E-4
0.0052036643,1.7377734E-4,-0.0015993118,0.31183398,-0.038632188,9.801615,3.9672852E-4,3.8146973E-4,-3.0517578E-5
-7.3450804E-4,-0.0018063821,-8.392334E-4,0.31072637,-0.039153583,9.801648,3.9672852E-4,5.950928E-4,-3.0517578E-5
9.036958E-4,-0.0026010908,0.0022935867,0.31038052,-0.040514104,9.801653,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0018318892,3.7987158E-4,-9.794235E-4,0.30969918,-0.039549764,9.801679,-3.0517578E-5,3.8146973E-4,1.6784668E-4
0.0013742149,-0.0010018758,0.002453804,0.31000897,-0.040538277,9.801665,3.9672852E-4,8.087158E-4,1.6784668E-4
0.005279511,-0.0029479302,-0.001168251,0.31231788,-0.042065512,9.801585,-2.4414062E-4,1.6784668E-4,1.6784668E-4
-0.0012333691,-1.9428134E-4,-0.0013570786,0.31097093,-0.04136193,9.801632,-3.0517578E-5,1.6784668E-4,-3.0517578E-5
0.002189219,-0.0019129068,0.0025262833,0.31168428,-0.042379167,9.801604,3.9672852E-4,3.8146973E-4,-2.4414062E-4
-0.008683175,-0.0038395226,0.0071792603,0.30692416,-0.043908205,9.801747,-3.0517578E-5,1.6784668E-4,1.6784668E-4
-0.0028118193,0.0018472373,-0.005129814,0.30485323,-0.042184636,9.801819,1.8310547E-4,1.6784668E-4,-3.0517578E-5
-0.0016604364,-3.180541E-4,0.0011205673,0.30367622,-0.042411476,9.801856,3.9672852E-4,3.8146973E-4,-4.5776367E-4
0.00406906,-0.0014220141,-2.9850006E-4,0.30537137,-0.042740468,9.801802,-3.0517578E-5,1.6784668E-4,1.6784668E-4
0.0017832816,2.9858202E-5,7.4100494E-4,0.3054926,-0.042756192,9.801798,1.8310547E-4,1.6784668E-4,-2.4414062E-4
0.0022054613,-8.969717E-4,0.004962921,0.30617836,-0.04324996,9.801774,-3.0517578E-5,3.8146973E-4,-4.5776367E-4
0.0030957162,-9.023212E-4,-0.007889748,0.3070834,-0.04291257,9.801747,-3.0517578E-5,1.6784668E-4,-3.0517578E-5
-0.0024138987,0.0016667433,-1.707077E-4,0.30470517,-0.04129437,9.801828,3.9672852E-4,3.8146973E-4,-2.4414062E-4
4.1258335E-4,-1.8011406E-4,0.0026569366,0.30411392,-0.040999852,9.801848,3.9672852E-4,5.950928E-4,-3.0517578E-5
0.004542887,3.294833E-4,7.8105927E-4,0.3047572,-0.04044239,9.80183,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0028861165,-5.836971E-4,-4.3678284E-4,0.3062891,-0.039519574,9.801786,1.8310547E-4,8.087158E-4,-4.5776367E-4
0.0029085577,-7.243268E-4,-0.0017518997,0.30700597,-0.039504435,9.8017645,6.1035156E-4,-4.5776367E-5,-3.0517578E-5
0.0016027391,-0.0023248978,0.001540184,0.3074452,-0.04029208,9.801746,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0017375648,9.834878E-4,0.0011720657,0.3075348,-0.03942173,9.801747,1.8310547E-4,1.6784668E-4,-3.0517578E-5
0.0034357607,-3.3434853E-4,-0.0074720383,0.30775148,-0.039673816,9.80174,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0011694729,0.0016888492,1.8024445E-4,0.30714878,-0.03846778,9.801764,-3.0517578E-5,8.087158E-4,1.6784668E-4
0.0028327405,-3.385544E-5,0.0010690689,0.30820855,-0.03852777,9.801729,1.8310547E-4,5.950928E-4,-3.0517578E-5
6.851256E-4,-0.0026681535,-0.0010709763,0.30738595,-0.04032678,9.801749,-3.0517578E-5,1.6784668E-4,-2.4414062E-4
-0.0024318397,0.0024192184,0.0026359558,0.3058019,-0.039189193,9.801803,-2.4414062E-4,5.950928E-4,-2.4414062E-4
0.0023956895,5.110577E-4,-2.48909E-4,0.30623916,-0.04026656,9.8017845,-3.0517578E-5,1.6784668E-4,1.6784668E-4
-0.0038010776,0.00414728,-0.011955261,0.31605923,-0.04462502,9.801455,-6.713867E-4,3.8146973E-4,-3.0517578E-5
-0.0025207102,-0.003637772,0.011179924,0.3185392,-0.04388329,9.801377,-0.0032348633,-0.00579834,-4.5776367E-4
0.0013231933,-0.0042131953,0.006406784,0.3225792,-0.044723164,9.801241,0.0012512207,-0.0019683838,-6.713867E-4
-8.229017E-4,0.002003219,-0.0046482086,0.32658207,-0.04293342,9.801117,6.1035156E-4,-0.0017547607,-4.5776367E-4
0.00743708,-0.0045137666,0.009147644,0.3251166,-0.040241066,9.801176,3.9672852E-4,-0.0021820068,-2.4414062E-4
0.0058250725,-0.0012861528,-0.00985527,0.32486048,-0.040617876,9.801184,0.0025177002,0.0025177002,0.0012359619
0.004680842,-8.8113546E-4,-0.0041656494,0.3205839,-0.040315535,9.801326,1.8310547E-4,0.001663208,0.0012359619
0.002243489,-0.0040490665,0.009700775,0.31951025,-0.042380475,9.801352,3.9672852E-4,0.0033569336,5.950928E-4
5.3557754E-4,8.3106756E-4,-0.015999794,0.31800646,-0.041197125,9.801406,-3.0517578E-5,0.0010223389,1.6784668E-4
-0.0013347566,-7.88223E-4,0.0039339066,0.31695014,-0.041612323,9.801439,3.9672852E-4,0.0010223389,-2.4414062E-4
-9.609163E-4,0.002667565,0.0049533844,0.31733423,-0.040743887,9.80143,-3.0517578E-5,1.6784668E-4,-4.5776367E-4
0.002654016,0.0023682155,-0.008363724,0.31803098,-0.03879242,9.801415,-2.4414062E-4,-4.7302246E-4,-2.4414062E-4
1.4001131E-4,-0.003949307,0.008440018,0.31635758,-0.041659813,9.801456,3.9672852E-4,3.8146973E-4,-3.0517578E-5
0.0011175573,-6.1777607E-4,-0.0024681091,0.31577307,-0.041168995,9.801478,-4.5776367E-4,8.087158E-4,1.6784668E-4
-0.0015449822,0.001409296,3.33786E-5,0.31509757,-0.040088706,9.801504,3.9672852E-4,5.950928E-4,-2.4414062E-4
1.9475818E-4,0.003432285,0.0039777756,0.31353113,-0.03923934,9.801558,1.8310547E-4,-4.5776367E-5,-2.4414062E-4
0.002958715,-4.0222332E-4,-0.0050230026,0.314321,-0.039958254,9.801531,-4.5776367E-4,8.087158E-4,-6.713867E-4
0.0035675466,-4.0045753E-4,0.0018930435,0.3148826,-0.03936383,9.801515,-2.4414062E-4,3.8146973E-4,3.8146973E-4
0.001054436,0.0014001094,0.005130768,0.31371805,-0.037456285,9.80156,3.9672852E-4,5.950928E-4,-3.0517578E-5
5.928278E-4,6.884746E-4,-0.0055742264,0.31546515,-0.03675876,9.801506,6.1035156E-4,8.087158E-4,1.6784668E-4
-0.0012139678,0.0018613972,-1.4019012E-4,0.3136828,-0.035891697,9.801566,1.8310547E-4,-6.866455E-4,-3.0517578E-5
0.0019448698,-0.0014860556,9.794235E-4,0.31302822,-0.03626359,9.801586,-3.0517578E-5,5.950928E-4,-3.0517578E-5
0.003409952,-0.0041856356,0.0056533813,0.31302735,-0.03796924,9.801579,1.8310547E-4,8.087158E-4,-3.0517578E-5
0.001903683,-0.0013349093,-0.004548073,0.31329152,-0.03867353,9.801569,1.8310547E-4,8.087158E-4,-3.0517578E-5
-0.0027830303,0.0022440143,-0.003047943,0.31120288,-0.03759483,9.801639,-3.0517578E-5,3.8146973E-4,-4.5776367E-4
0.0050002337,-6.524734E-4,0.0025911331,0.31331393,-0.038396854,9.801568,-3.0517578E-5,3.8146973E-4,-4.5776367E-4
0.004238695,1.7224625E-4,-0.002998352,0.31470937,-0.038387988,9.801524,-2.4414062E-4,1.6784668E-4,-3.0517578E-5
-1.0314584E-4,-6.227568E-5,0.0018911362,0.3138677,-0.038500156,9.80155,-3.0517578E-5,3.8146973E-4,1.6784668E-4
-7.2839856E-4,-0.0024255738,-9.54628E-4,0.3140346,-0.040204316,9.801538,-3.0517578E-5,3.8146973E-4,3.8146973E-4
0.006054342,5.784519E-4,6.0749054E-4,0.3158511,-0.039137993,9.801484,-2.4414062E-4,-2.593994E-4,1.6784668E-4
0.0014296472,-4.380755E-4,0.00422287,0.31573847,-0.038968336,9.801489,3.9672852E-4,5.950928E-4,1.6784668E-4
9.901822E-4,0.0030950457,-0.0046453476,0.31470117,-0.03748272,9.801528,1.8310547E-4,3.8146973E-4,-2.4414062E-4
0.0012409389,-0.0024359785,-0.0014982224,0.3154313,-0.03876876,9.801499,-3.0517578E-5,8.087158E-4,-2.4414062E-4
0.005722165,-0.0018020906,0.0033798218,0.31745878,-0.039756723,9.80143,-3.0517578E-5,-4.5776367E-5,1.6784668E-4
-3.3977628E-4,-4.0796027E-4,0.007651329,0.31598946,-0.040399395,9.801475,-3.0517578E-5,3.8146973E-4,5.950928E-4
-0.0045585334,0.0037634932,-0.0022325516,0.31427464,-0.038604047,9.8015375,-2.4414062E-4,5.950928E-4,-4.5776367E-4
-0.0014227629,2.7022883E-4,-0.0015058517,0.3128346,-0.038107205,9.801585,-3.0517578E-5,-2.593994E-4,1.6784668E-4
0.0016341805,6.3963234E-6,-0.004611969,0.31296247,-0.037747253,9.801582,1.8310547E-4,3.8146973E-4,-3.0517578E-5
0.00271675,-0.0017790757,0.003938675,0.31349126,-0.038695574,9.801561,1.8310547E-4,3.8146973E-4,-3.0517578E-5
3.2368302E-4,-0.0020718984,-0.0020179749,0.31292844,-0.040199403,9.801574,-3.0517578E-5,3.8146973E-4,1.6784668E-4
0.003356725,-2.9172748E-5,-0.0011968613,0.31386003,-0.040685467,9.801542,-2.4414062E-4,3.8146973E-4,-2.4414062E-4
0.0058891177,-0.0030426756,-6.5135956E-4,0.31646368,-0.042682797,9.80145,-2.4414062E-4,3.8146973E-4,-2.4414062E-4
-0.0031864345,0.006148644,0.0031518936,0.31449926,-0.040511206,9.801521,-2.4414062E-4,1.6784668E-4,-3.0517578E-5
-0.0028161705,0.00243726,0.0020046234,0.31230968,-0.039790485,9.801596,-4.5776367E-4,1.6784668E-4,-2.4414062E-4
-0.0023193657,0.002011776,-0.0029993057,0.3096025,-0.03925199,9.801683,-2.4414062E-4,3.8146973E-4,1.6784668E-4
0.0020315647,-0.0013756119,-0.0021858215,0.30946657,-0.040410038,9.801683,-2.4414062E-4,8.087158E-4,-4.5776367E-4
0.0012310445,0.0011160634,-0.0031518936,0.30937067,-0.039919835,9.801687,-2.4414062E-4,5.950928E-4,-2.4414062E-4
0.0070362687,0.0037594289,0.007937431,0.31155828,-0.03896594,9.801622,-3.0517578E-5,3.8146973E-4,-3.0517578E-5
0.0012337267,-1.9311905E-4,-0.0026817322,0.3127274,-0.03956263,9.801582,-4.5776367E-4,5.950928E-4,3.8146973E-4
-6.147325E-4,0.0022016577,0.0012159348,0.31122324,-0.037662093,9.801639,-2.4414062E-4,-2.593994E-4,1.6784668E-4
-1.8450618E-4,2.5292113E-4,-0.0013532639,0.31081668,-0.037623513,9.801651,3.9672852E-4,5.950928E-4,-2.4414062E-4
0.0011285841,5.005039E-4,-0.0057706833,0.311134,-0.037880827,9.8016405,-3.0517578E-5,1.6784668E-4,3.8146973E-4
-0.00184533,1.9237027E-4,0.0013046265,0.30859244,-0.036979698,9.801724,-2.4414062E-4,1.6784668E-4,1.6784668E-4
0.0028046072,8.616224E-5,7.5626373E-4,0.30837062,-0.03782892,9.801727,3.9672852E-4,8.087158E-4,-2.4414062E-4
0.0061695874,-9.897798E-4,0.0041503906,0.310192,-0.037934225,9.801669,-4.5776367E-4,8.087158E-4,-2.4414062E-4
2.3716688E-4,-8.6537004E-4,-0.002357483,0.30958807,-0.037591908,9.801689,1.8310547E-4,5.950928E-4,-2.4414062E-4
